公司名称,公司简称,城市,公司规模,学历要求,工作经验,薪资,融资阶段,工作性质,职位诱惑,职位名称,公司福利
深圳萨摩耶数字科技有限公司,萨摩耶数科,深圳,150-500人,本科,3-5年,16k-21k,C轮,全职,公司高速发展、团队氛围Nice、关心员工成长,HRBP,"""技能培训"",""年度旅游"",""岗位晋升"",""五险一金"""
上海妙点网络科技有限公司,妙点网络,上海,15-50人,本科,3-5年,13k-22k,A轮,全职,"创业团队,弹性工作,年终奖金,发展空间大",人力资源主管,"""年底双薪"",""带薪年假"",""岗位晋升"",""领导好"""
北京波特纵横信息技术有限公司,波特纵横,北京,少于15人,本科,不限,30k-50k,未融资,全职,高薪,招聘经理,
北京波特纵横信息技术有限公司,波特纵横,北京,少于15人,本科,不限,30k-50k,未融资,全职,福利优厚,系统架构师,
让渡居科技（上海）有限公司,让渡居,北京,15-50人,不限,不限,25k-50k,天使轮,全职,增长黑客、股票期权、工具先进 、可远程,HR,"""股票期权"",""弹性工作"",""扁平管理"",""国际化视野"""
让渡居科技（上海）有限公司,让渡居,北京,15-50人,不限,在校/应届,2k-3k,天使轮,实习,增长黑客、股票期权、工具先进、远程办公,,"""股票期权"",""弹性工作"",""扁平管理"",""国际化视野"""
北京清众教育科技有限公司,一起考教师,北京,150-500人,本科,1-3年,15k-25k,B轮,全职,六险一金、年终奖、弹性工作、出国游,Recruiter,"""股票期权"",""岗位晋升"",""弹性工作"",""年底双薪"""
北京众享比特科技有限公司,众享比特,北京,50-150人,本科,3-5年,15k-25k,C轮,全职,风口行业 团队nice 交通便利,招聘经理,"""股票期权"",""五险一金"",""弹性工作"",""年终分红"""
普华永道信息技术（上海）有限公司,PwC,上海,500-2000人,本科,3-5年,15k-25k,未融资,全职,Work Life balance 五险一金 圣诞假期,招聘经理,"""年底双薪"",""交通补助"",""绩效奖金"",""午餐补助"""
上海嘉顿软件科技有限公司,上海嘉顿软件科技有限公司,上海,50-150人,本科,3-5年,20k-30k,不需要融资,全职,黑科技，行业大牛,,
大连天神娱乐股份有限公司北京分公司,天神娱乐北分,北京,500-2000人,大专,3-5年,25k-30k,上市公司,全职,发展空间大、扁平化管理,Talent Acquisition,"""年底双薪"",""专项奖金"",""绩效奖金"",""带薪年假"""
北京多贝兄弟信息技术有限公司,多贝网,北京,50-150人,本科,3-5年,20k-40k,上市公司,全职,大牛带队，极客团队，不加班，周末双休,Node.js开发工程师（创新中心）,"""都是年轻人"",""不打卡"",""自助餐管饱"",""娱乐活动管够"""
广州卖家宝信息技术咨询有限公司,卖家宝,广州,50-150人,本科,3-5年,8k-15k,不需要融资,全职,五险一金 带薪年假 年终奖 加班补贴,Node.js后端（网校） (MJ000974),"""年底双薪"",""带薪年假"",""节日礼物"",""管理规范"""
万商云集（成都）科技股份有限公司,万商云集,成都,500-2000人,本科,3-5年,8k-12k,上市公司,全职,"免费健身,国内国外游,双休,节日福利",node.js开发工程师,"""绩效奖金"",""节日礼物"",""国内国外旅游"",""帅哥多"""
帆软软件有限公司,帆软软件,南京,500-2000人,本科,1-3年,16k-25k,不需要融资,全职,五险一金，带薪年假,后端工程师（Node.js方向）,"""技能培训"",""股票期权"",""带薪年假"",""年度旅游"""
上海元聚网络科技有限公司,上海元聚,上海,150-500人,本科,3-5年,20k-30k,B轮,全职,年终奖金，定期体检，公司氛围好,node.js开发工程师,"""定期体检"",""绩效奖金"",""专项奖金"",""带薪年假"""
北京家康众智科技有限公司,家康众智,南京,少于15人,本科,3-5年,16k-26k,天使轮,全职,有竞争力薪酬，透明扁平组织，共同成长。,node.js开发工程师,
上海易路软件有限公司,易路,上海,150-500人,本科,3-5年,25k-35k,C轮,全职,准独角兽企业，大牛研发团队，福利补贴不断,node.js开发工程师,"""技能培训"",""年底双薪"",""绩效奖金"",""岗位晋升"""
广东征安智能科技有限公司,征安智能,广州,15-50人,本科,1-3年,11k-14k,不需要融资,全职,会根据工作能力进行明确的升职、加薪空间。,Node.js全栈软件工程师,"""带薪年假"",""股票期权"",""领导好"",""技能培训"""
珠海爱浦京软件股份有限公司,珠海爱浦京,珠海,150-500人,本科,3-5年,13k-18k,不需要融资,全职,"五险一金,年终奖金,年度调薪,节日福利,双休",node.js开发工程师,"""技能培训"",""定期体检"",""五险一金"",""带薪年假"""
深圳市极点信息科技有限公司,极点信息科技,深圳,50-150人,大专,1-3年,10k-15k,A轮,全职,工作氛围好，周末双休，弹性上班，五险一金,node.js后端开发工程师,"""年底双薪"",""专项奖金"",""带薪年假"",""绩效奖金"""
北京互达共赢科技有限公司,互达共赢,北京,15-50人,本科,3-5年,20k-30k,B轮,全职,硅谷大牛、金牌投资人项目、原始股权奖励,node.js开发工程师,
上海付迅信息科技有限公司,上海付迅信息科技有限公司,上海,50-150人,本科,3-5年,15k-30k,A轮,全职,双休,Node.js研发工程师,
上海光焰网络科技有限公司,光焰网络,上海,50-150人,不限,1-3年,20k-30k,不需要融资,全职,"五险一金,团队气氛好,福利多多",Node.js研发工程师,
公司名称,公司简称,城市,公司规模,学历要求,工作经验,薪资,融资阶段,工作性质,职位诱惑,职位名称,公司福利
上海品图网络科技有限公司,千图,上海,50-150人,大专,1-3年,15k-20k,不需要融资,全职,扁平化 学习文化 假期多,HR,"""定期体检"",""股票期权"",""专项奖金"",""带薪年假"""
广州三七互娱科技有限公司,三七互娱,广州,2000人以上,本科,3-5年,15k-25k,上市公司,全职,上市公司，优厚福利待遇,人力资源,"""高额奖金"",""快速晋升"",""带薪年假"",""节日礼物"""
宁波中茂网络科技有限公司杭州分公司,富通天下,杭州,150-500人,大专,1-3年,12k-20k,不需要融资,全职,发展前景，稳定性高,人力资源,"""绩效奖金"",""带薪年假"",""节日礼物"",""技能培训"""
深圳市众云网有限公司,众云网,深圳,50-150人,本科,3-5年,10k-20k,不需要融资,全职,"团队氛围好,五险一金,周末双休",猎头赋能导师,"""节日礼物"",""股票期权"",""带薪年假"",""绩效奖金"""
北京拉勾网络技术有限公司,拉勾网,深圳,500-2000人,本科,3-5年,20k-25k,D轮及以上,全职,福利好,,"""五险一金"",""弹性工作"",""带薪年假"",""免费两餐"""
利事果（上海）信息科技有限公司,花生财经,上海,500-2000人,本科,3-5年,15k-25k,不需要融资,全职,团队氛围open，扁平化管理，员工福利丰厚,招聘官,"""绩效奖金"",""午餐补助"",""年度旅游"",""免费班车"""
深圳安巽科技有限公司,安巽科技,深圳,50-150人,本科,3-5年,15k-25k,不需要融资,全职,团队氛围好，五险一金，福利好,HR,"""年底双薪"",""绩效奖金"",""带薪年假"",""交通补助"""
东莞市芝麻地网络科技有限公司,芝麻地,东莞,50-150人,大专,3-5年,10k-20k,A轮,全职,"周末双休,五险一金,带薪年假,技术氛围",HRBP,"""带薪年假"",""扁平管理"",""技能培训"",""五险一金"""
北京拓课网络科技有限公司,拓课云,北京,50-150人,本科,3-5年,15k-25k,A轮,全职,地铁周边 扁平管理 各种补助,HRBP,
数睿科技（深圳）有限公司,数睿科技,深圳,150-500人,本科,5-10年,18k-25k,上市公司,全职,上市公司、高大上环境、高奖金、年轻化团队,,"""年底双薪"",""绩效奖金"",""五险一金"",""带薪年假"""
51JOB-浙江农经链科技有限公司,51JOB-浙江农经链科技有限公司,宁波,15-50人,大专,1-3年,10k-15k,不需要融资,全职,"餐饮补贴,住房补贴,周末双休",招聘负责人,
北京云杉智达科技有限公司,云杉智达科技,北京,15-50人,本科,5-10年,20k-25k,不需要融资,全职,五险一金 节假日福利 晋升空间,HR,"""绩效奖金"",""扁平管理"",""岗位晋升"",""五险一金"""
深圳市众云网有限公司,众云网,深圳,50-150人,本科,1-3年,10k-15k,不需要融资,全职,双休 国内外旅游,招聘,"""节日礼物"",""股票期权"",""带薪年假"",""绩效奖金"""
广州经传多赢投资咨询有限公司,经传多赢,广州,2000人以上,大专,3-5年,12k-20k,不需要融资,全职,扁平化管理 发展空间大 技术栈多元化,招聘,"""绩效奖金"",""年度旅游"",""扁平管理"",""技能培训"""
北京北大附中基础教育投资有限公司,北大附中基础教育投资有限公司,北京,50-150人,本科,3-5年,20k-40k,不需要融资,全职,创新教育 发展广阔 福利完善,php高级开发工程师,"""带薪年假"",""定期体检"",""超大体育馆"",""节日礼物"""
数睿科技（深圳）有限公司,数睿科技,深圳,150-500人,本科,5-10年,18k-25k,上市公司,全职,上市公司、高大上环境、高奖金、年轻化团队,PHP,"""年底双薪"",""绩效奖金"",""五险一金"",""带薪年假"""
中联畅想（深圳）网络科技有限公司,TOPFUN,深圳,50-150人,本科,1-3年,10k-18k,上市公司,全职,灵活调薪 上升空间,php开发工程师,"""带薪年假"",""每天下午茶"",""生日会"",""扁平管理"""
武汉朗蕴科技有限公司,朗蕴科技,武汉,50-150人,大专,1-3年,6k-8k,未融资,全职,周末双休，五险一金，定期体检，员工聚餐.,php开发工程师,"""带薪年假"",""定期体检"",""周末双休"",""五险一金"""
广州经传多赢投资咨询有限公司,经传多赢,广州,2000人以上,大专,3-5年,12k-20k,不需要融资,全职,扁平化管理 发展空间大 技术栈多元化,PHP开发工程师,"""绩效奖金"",""年度旅游"",""扁平管理"",""技能培训"""
上海咕么信息科技有限公司,怪猫游戏,杭州,50-150人,本科,1-3年,8k-15k,不需要融资,全职,"晋升空间大,定期团建,团队氛围好",php开发工程师,"""专项奖金"",""带薪年假"",""定期体检"",""年终分红"""
北京云杉智达科技有限公司,云杉智达科技,北京,15-50人,本科,5-10年,20k-25k,不需要融资,全职,五险一金 节假日福利 晋升空间,php工程师,"""绩效奖金"",""扁平管理"",""岗位晋升"",""五险一金"""
筑客网络技术（上海）有限公司,筑客网络,上海,15-50人,大专,1-3年,15k-20k,不需要融资,全职,团队氛围好，晋升空间透明,php开发工程师,"""节日礼物"",""专项奖金"",""带薪年假"",""绩效奖金"""
杭州启博科技有限公司,启博软件,杭州,150-500人,本科,3-5年,10k-16k,A轮,全职,工作氛围好 领导好,PHP开发工程师,"""技能培训"",""节日礼物"",""绩效奖金"",""岗位晋升"""
北京幻鼎科技有限公司,幻鼎科技,北京,15-50人,本科,3-5年,10k-20k,不需要融资,全职,平台流量大、复杂度高，进步空间大，福利待遇好,php开发工程师,
中国人民大学,人民大学,北京,2000人以上,本科,1-3年,10k-20k,不需要融资,全职,扁平管理、弹性工作、五险一金、带薪年假30天,高级php开发工程师,
武汉长江日报全媒体有限公司,长江日报全媒体,武汉,50-150人,本科,3-5年,13k-18k,不需要融资,全职,公司为长江日报报业集团全资子公司,PHP开发工程师,
上海钫枫科技有限公司,钫枫科技,大连,50-150人,本科,3-5年,11k-15k,未融资,全职,全面的福利保障、技术分享、,高级php开发工程师,
北京象网科技有限公司,北京象网科技有限公司,北京,2000人以上,本科,5-10年,25k-35k,B轮,全职,有竞争力的薪资，五险一金，带薪年假，餐补车补,php开发工程师,"""技能培训"",""股票期权"",""带薪年假"",""绩效奖金"""
深圳市星辰互动娱乐有限公司,星辰互动,深圳,15-50人,本科,3-5年,15k-20k,A轮,全职,朝十晚六，带薪年假，节日福利，年度体检,php开发工程师,"""带薪年假"",""节日礼物"",""弹性工作"",""扁平管理"""
车轮互联科技（上海）股份有限公司,车轮,上海,150-500人,本科,5-10年,20k-25k,D轮及以上,全职,氛围佳、福利好、发展空间大,php,"""节日礼物"",""领导好"",""美女多"",""五险一金"""
车轮互联科技（上海）股份有限公司,车轮,上海,150-500人,本科,3-5年,20k-30k,D轮及以上,全职,氛围佳、福利好、发展空间大,招聘主管,"""节日礼物"",""领导好"",""美女多"",""五险一金"""
深圳市云积分科技有限公司,云积互动,西安,150-500人,本科,3-5年,12k-24k,天使轮,全职,"五险一金,周末双休,员工旅游,节日福利",HR,"""带薪年假"",""年轻团队"",""股票期权"",""下午茶"""
北京瑞友科技股份有限公司,北京瑞友,西安,2000人以上,大专,3-5年,10k-12k,上市公司,全职,团队实力,HR,
广东快乐种子科技有限公司,快乐种子,广州,2000人以上,本科,5-10年,15k-25k,B轮,全职,互联**育行业前景好,办公室 主任,"""专项奖金"",""股票期权"",""绩效奖金"",""带薪年假"""
深圳市云积分科技有限公司,云积互动,长沙,150-500人,本科,3-5年,10k-20k,天使轮,全职,周末双休、团队年轻、主题下午茶，股权激励,招聘招聘hr,"""带薪年假"",""年轻团队"",""股票期权"",""下午茶"""
深圳市果酱时代科技有限公司,果酱时代,深圳,50-150人,本科,1-3年,15k-20k,B轮,全职,季度奖金 下午茶 氛围好,,"""年底双薪"",""股票期权"",""带薪年假"",""扁平管理"""
北京众览无限传媒广告有限公司上海分公司,众览无限传媒广告（上海）,上海,50-150人,本科,1-3年,6k-10k,未融资,全职,团队年轻，累积丰富的业务技能。,HRM,"""技能培训"",""带薪年假"",""微信"",""绩效奖金"""
杭州精纱信息技术有限公司,中国纱线网,杭州,50-150人,大专,1-3年,7k-10k,不需要融资,全职,包吃包住/入职即交五险，转正交一金,HRBP,"""免费午餐"",""免费住宿"",""入职五险"",""转正一金"""
上海晓途网络科技有限公司,信飞数科/信用飞/首付游,上海,150-500人,本科,3-5年,15k-25k,B轮,全职,弹性工作,HR,"""节日礼物"",""带薪年假"",""岗位晋升"",""年度旅游"""
瑞庭网络技术（上海）有限公司,安居客,北京,500-2000人,本科,3-5年,20k-35k,上市公司,全职,平台稳定+成长晋升+技术驱动+股票激励,技术人员,"""年底双薪"",""绩效奖金"",""带薪年假"",""五险一金"""
上海晓途网络科技有限公司,信飞数科/信用飞/首付游,上海,150-500人,本科,5-10年,25k-45k,B轮,全职,年假多,HR,"""节日礼物"",""带薪年假"",""岗位晋升"",""年度旅游"""
